pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as
PW.1.935_E.93501,1.935,E.93501,1,0,60,"Sortida per Marquès de Sant Mori"
PW.E.93501_1.935,E.93501,1.935,1,0,60,"Accés per Marquès de Sant Mori"
PW.E.93502_1.935,E.93502,1.935,1,0,60,"Accés per Quevedo"
PW.1.935_E.93502,1.935,E.93502,1,0,60,"Sortida per Quevedo"
PW.1.935_E.93503,1.935,E.93503,1,0,60,"Sortida per Juan Valera"
PW.1.935_E.1093503,1.935,E.1093503,1,0,60,"Sortida per Juan Valera"
PW.E.1093503_1.935,E.1093503,1.935,1,0,60,"Accés per Juan Valera"
PW.E.93503_1.935,E.93503,1.935,1,0,60,"Accés per Juan Valera"
PW.E.93504_1.935,E.93504,1.935,1,0,60,"Accés per Austràlia"
PW.1.935_E.93504,1.935,E.93504,1,0,60,"Sortida per Austràlia"
PW.1.936_1.225,1.936,1.225,2,0,45,"Correspondència L10N - L2"
PW.1.936_E.1093601,1.936,E.1093601,1,0,60,"Sortida per Antoni Bori"
PW.E.1093601_1.936,E.1093601,1.936,1,0,60,"Accés per Antoni Bori"
PW.E.93601_1.936,E.93601,1.936,1,0,60,"Accés per Antoni Bori"
PW.1.936_E.93601,1.936,E.93601,1,0,60,"Sortida per Antoni Bori"
PW.1.940_E.94001,1.940,E.94001,1,0,60,"Sortida per Avinguda Santa Coloma"
PW.1.940_E.1094001,1.940,E.1094001,1,0,60,"Sortida per Avinguda Santa Coloma"
PW.E.94001_1.940,E.94001,1.940,1,0,60,"Accés per Avinguda Santa Coloma"
PW.E.1094001_1.940,E.1094001,1.940,1,0,60,"Accés per Avinguda Santa Coloma"
PW.1.940_E.94002,1.940,E.94002,1,0,60,"Sortida per Avinguda Banús Baixa"
PW.E.94002_1.940,E.94002,1.940,1,0,60,"Accés per Avinguda Banús Baixa"
PW.E.94101_1.941,E.94101,1.941,1,0,60,"Accés per Banús Baixa"
PW.1.941_E.94101,1.941,E.94101,1,0,60,"Sortida per Banús Baixa"
PW.1.942_1.140,1.942,1.140,2,0,45,"Correspondència L9N - L1"
PW.1.943_E.94301,1.943,E.94301,1,0,60,"Sortida per Mossèn Camil Rossell"
PW.1.943_E.1094301,1.943,E.1094301,1,0,60,"Sortida per Mossèn Camil Rossell"
PW.1.943_E.1094303,1.943,E.1094303,1,0,60,"Sortida per Mossèn Camil Rossell"
PW.E.1094302_1.943,E.1094302,1.943,1,0,60,"Accés per Mossèn Camil Rossell"
PW.E.94301_1.943,E.94301,1.943,1,0,60,"Accés per Mossèn Camil Rossell"
PW.E.1094301_1.943,E.1094301,1.943,1,0,60,"Accés per Mossèn Camil Rossell"
PW.E.1094303_1.943,E.1094303,1.943,1,0,60,"Accés per Mossèn Camil Rossell"
PW.1.943_E.1094302,1.943,E.1094302,1,0,60,"Sortida per Mossèn Camil Rossell"
PW.1.944_E.94401,1.944,E.94401,1,0,60,"Sortida per Passatge de Salvatella"
PW.E.1094401_1.944,E.1094401,1.944,1,0,60,"Accés per Passatge de Salvatella"
PW.E.94401_1.944,E.94401,1.944,1,0,60,"Accés per Passatge de Salvatella"
PW.1.944_E.1094401,1.944,E.1094401,1,0,60,"Sortida per Passatge de Salvatella"
PW.1.945_E.1094501,1.945,E.1094501,1,0,60,"Sortida per Francesc Macià"
PW.E.94501_1.945,E.94501,1.945,1,0,60,"Accés per Francesc Macià"
PW.E.1094501_1.945,E.1094501,1.945,1,0,60,"Accés per Francesc Macià"
PW.1.945_E.94501,1.945,E.94501,1,0,60,"Sortida per Francesc Macià"
PW.1.951_E.95101,1.951,E.95101,1,0,60,"Sortida per Carrer A / Carrer 5"
PW.E.95101_1.951,E.95101,1.951,1,0,60,"Accés per Carrer A / Carrer 5"
PW.1.951_E.95102,1.951,E.95102,1,0,60,"Sortida per Riu Llobregat"
PW.E.95102_1.951,E.95102,1.951,1,0,60,"Accés per Riu Llobregat"
PW.1.951_E.95103,1.951,E.95103,1,0,60,"Sortida per ZAL"
PW.E.95103_1.951,E.95103,1.951,1,0,60,"Accés per ZAL"
PW.1.952_E.95201,1.952,E.95201,1,0,60,"Sortida per Ecoparc"
PW.E.95201_1.952,E.95201,1.952,1,0,60,"Accés per Ecoparc"
PW.1.952_E.95202,1.952,E.95202,1,0,60,"Sortida per Carrer A / Carrer 4"
PW.E.95202_1.952,E.95202,1.952,1,0,60,"Accés per Carrer A / Carrer 4"
PW.E.95203_1.952,E.95203,1.952,1,0,60,"Accés per Carrer A (costat mar)"
PW.1.952_E.95203,1.952,E.95203,1,0,60,"Sortida per Carrer A (costat mar)"
PW.1.953_E.95301,1.953,E.95301,1,0,60,"Sortida per Carrer A / Carrer 25"
PW.E.95301_1.953,E.95301,1.953,1,0,60,"Accés per Carrer A / Carrer 25"
PW.1.953_E.95302,1.953,E.95302,1,0,60,"Sortida per Carrer A / Carrer 27"
PW.E.95302_1.953,E.95302,1.953,1,0,60,"Accés per Carrer A / Carrer 27"
PW.1.953_E.95303,1.953,E.95303,1,0,60,"Sortida per Carrer A (costat mar)"
PW.E.95303_1.953,E.95303,1.953,1,0,60,"Accés per Carrer A (costat mar)"
PW.E.95401_1.954,E.95401,1.954,1,0,60,"Accés per Carrer A / Carrer 1"
PW.1.954_E.95401,1.954,E.95401,1,0,60,"Sortida per Carrer A / Carrer 1"
PW.1.954_E.95402,1.954,E.95402,1,0,60,"Sortida per Carrer A / Carrer 2"
PW.E.95402_1.954,E.95402,1.954,1,0,60,"Accés per Carrer A / Carrer 2"
PW.E.95403_1.954,E.95403,1.954,1,0,60,"Accés per Carrer A (costat mar)"
PW.1.954_E.95403,1.954,E.95403,1,0,60,"Sortida per Carrer A (costat mar)"
PW.E.1095601_1.956,E.1095601,1.956,1,0,60,"Accés per Fira Gran Via (Pavellons 6·7·8)"
PW.1.956_E.1095601,1.956,E.1095601,1,0,60,"Sortida per Fira Gran Via (Pavellons 6·7·8)"
PW.1.956_E.95601,1.956,E.95601,1,0,60,"Sortida per Fira Gran Via (Pavellons 6·7·8)"
PW.E.95601_1.956,E.95601,1.956,1,0,60,"Accés per Fira Gran Via (Pavellons 6·7·8)"
PW.E.95602_1.956,E.95602,1.956,1,0,60,"Accés per Foc (costat Montjuïc)"
PW.E.1095602_1.956,E.1095602,1.956,1,0,60,"Accés per Foc (costat Montjuïc)"
PW.1.956_E.1095602,1.956,E.1095602,1,0,60,"Sortida per Foc (costat Montjuïc)"
PW.1.956_E.95602,1.956,E.95602,1,0,60,"Sortida per Foc (costat Montjuïc)"
PW.E.95701_1.957,E.95701,1.957,1,0,60,"Accés per Jardins dels Drets Humans"
PW.1.957_E.1095701,1.957,E.1095701,1,0,60,"Sortida per Jardins dels Drets Humans"
PW.1.957_E.95701,1.957,E.95701,1,0,60,"Sortida per Jardins dels Drets Humans"
PW.E.1095701_1.957,E.1095701,1.957,1,0,60,"Accés per Jardins dels Drets Humans"
PW.E.95702_1.957,E.95702,1.957,1,0,60,"Accés per Mercat de la Marina"
PW.1.957_E.1095702,1.957,E.1095702,1,0,60,"Sortida per Mercat de la Marina"
PW.1.957_E.95702,1.957,E.95702,1,0,60,"Sortida per Mercat de la Marina"
PW.E.1095702_1.957,E.1095702,1.957,1,0,60,"Accés per Mercat de la Marina"
PW.1.958_E.1095801,1.958,E.1095801,1,0,60,"Sortida per Gran Via / Alhambra"
PW.E.1095801_1.958,E.1095801,1.958,1,0,60,"Accés per Gran Via / Alhambra"
PW.E.95801_1.958,E.95801,1.958,1,0,60,"Accés per Gran Via / Alhambra"
PW.1.958_E.95801,1.958,E.95801,1,0,60,"Sortida per Gran Via / Alhambra"
PW.E.95802_1.958,E.95802,1.958,1,0,60,"Accés per Ciutat de la Justícia"
PW.1.958_E.95802,1.958,E.95802,1,0,60,"Sortida per Ciutat de la Justícia"
PW.1.959_E.1095901,1.959,E.1095901,1,0,60,"Sortida per Aprestadora / Rosell"
PW.E.95901_1.959,E.95901,1.959,1,0,60,"Accés per Aprestadora / Rosell"
PW.E.1095901_1.959,E.1095901,1.959,1,0,60,"Accés per Aprestadora / Rosell"
PW.1.959_E.95901,1.959,E.95901,1,0,60,"Sortida per Aprestadora / Rosell"
PW.1.1136_1.339,1.1136,1.339,2,0,120,"Correspondència L11 - L3"
PW.1.1136_1.434,1.1136,1.434,2,0,120,"Correspondència L11 - L4"
PW.1.1137_E.113701,1.1137,E.113701,1,0,60,"Sortida per Aiguablava"
PW.E.113701_1.1137,E.113701,1.1137,1,0,60,"Accés per Aiguablava"
PW.E.113801_1.1138,E.113801,1.1138,1,0,60,"Accés per Avinguda Escolapi Càncer"
PW.1.1138_E.113801,1.1138,E.113801,1,0,60,"Sortida per Avinguda Escolapi Càncer"
PW.E.1113801_1.1138,E.1113801,1.1138,1,0,60,"Accés per Avinguda Escolapi Càncer"
PW.1.1138_E.1113801,1.1138,E.1113801,1,0,60,"Sortida per Avinguda Escolapi Càncer"
PW.E.1113811_1.1138,E.1113811,1.1138,1,0,60,"Accés per Sant Feliu de Codines"
PW.1.1138_E.1113811,1.1138,E.1113811,1,0,60,"Sortida per Sant Feliu de Codines"
PW.1.1138_E.113811,1.1138,E.113811,1,0,60,"Sortida per Sant Feliu de Codines"
PW.E.113811_1.1138,E.113811,1.1138,1,0,60,"Accés per Sant Feliu de Codines"
PW.1.1139_E.1113901,1.1139,E.1113901,1,0,60,"Sortida per Avinguda Rasos de Peguera"
PW.1.1139_E.113901,1.1139,E.113901,1,0,60,"Sortida per Avinguda Rasos de Peguera"
PW.E.1113901_1.1139,E.1113901,1.1139,1,0,60,"Accés per Avinguda Rasos de Peguera"
PW.E.113901_1.1139,E.113901,1.1139,1,0,60,"Accés per Avinguda Rasos de Peguera"
PW.1.1140_E.114001,1.1140,E.114001,1,0,60,"Sortida per Circumval·lació"
PW.1.1140_E.1114001,1.1140,E.1114001,1,0,60,"Sortida per Circumval·lació"
PW.E.114001_1.1140,E.114001,1.1140,1,0,60,"Accés per Circumval·lació"
PW.E.1114001_1.1140,E.1114001,1.1140,1,0,60,"Accés per Circumval·lació"
PW.E.114011_1.1140,E.114011,1.1140,1,0,60,"Accés per Les Fustes"
PW.1.1140_E.114011,1.1140,E.114011,1,0,60,"Sortida per Les Fustes"
PW.1.9901_1.210,1.9901,1.210,2,0,60,"Correspondència FM - L2"
PW.1.9901_1.323,1.9901,1.323,2,0,60,"Correspondència FM - L3"
PW.E.990201_1.9902,E.990201,1.9902,1,0,60,"Accés per Avinguda Miramar"
PW.1.9902_E.990201,1.9902,E.990201,1,0,60,"Sortida per Avinguda Miramar"
